flight_date,flight_status,departure,arrival,airline,flight,aircraft,live
2023-11-27,active,"{'airport': 'Xianyang', 'timezone': 'Asia/Shanghai', 'iata': 'XIY', 'icao': 'ZLXY', 'terminal': '2', 'gate': None, 'delay': 13, 'scheduled': '2023-11-27T13:20:00+00:00', 'estimated': '2023-11-27T13:20:00+00:00', 'actual': '2023-11-27T13:33:00+00:00', 'estimated_runway': '2023-11-27T13:33:00+00:00', 'actual_runway': '2023-11-27T13:33:00+00:00'}","{'airport': 'Aksu', 'timezone': 'Asia/Shanghai', 'iata': 'AKU', 'icao': 'ZWAK', 'terminal': 'T1', 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2023-11-27T17:45:00+00:00', 'estimated': '2023-11-27T17:45:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shandong Airlines', 'iata': 'SC', 'icao': 'CDG'}","{'number': '4967', 'iata': 'SC4967', 'icao': 'CDG4967', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Shuangliu', 'timezone': 'Asia/Shanghai', 'iata': 'CTU', 'icao': 'ZUUU', 'terminal': '2', 'gate': 'R,S', 'delay': 18, 'scheduled': '2023-11-27T12:55:00+00:00', 'estimated': '2023-11-27T12:55:00+00:00', 'actual': '2023-11-27T13:13:00+00:00', 'estimated_runway': '2023-11-27T13:13:00+00:00', 'actual_runway': '2023-11-27T13:13:00+00:00'}","{'airport': 'Tianhe International', 'timezone': 'Asia/Shanghai', 'iata': 'WUH', 'icao': 'ZHHH', 'terminal': '3', 'gate': None, 'baggage': '16', 'delay': None, 'scheduled': '2023-11-27T15:00:00+00:00', 'estimated': '2023-11-27T15:00:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Dalian Airlines', 'iata': None, 'icao': 'CCD'}","{'number': '4031', 'iata': None, 'icao': 'CCD4031', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Mineralnye Vodyj', 'timezone': 'Europe/Moscow', 'iata': 'MRV', 'icao': 'URMM', 'terminal': None, 'gate': None, 'delay': 11, 'scheduled': '2023-11-27T07:15:00+00:00', 'estimated': '2023-11-27T07:15:00+00:00', 'actual': '2023-11-27T07:25:00+00:00', 'estimated_runway': '2023-11-27T07:25:00+00:00', 'actual_runway': '2023-11-27T07:25:00+00:00'}","{'airport': 'Sheremetyevo International', 'timezone': 'Europe/Moscow', 'iata': 'SVO', 'icao': 'UUEE', 'terminal': 'B', 'gate': None, 'baggage': '2', 'delay': None, 'scheduled': '2023-11-27T10:55:00+00:00', 'estimated': '2023-11-27T10:55:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Rossiya Airlines', 'iata': 'FV', 'icao': 'SDM'}","{'number': '6316', 'iata': 'FV6316', 'icao': 'SDM6316', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Beira', 'timezone': 'Africa/Maputo', 'iata': 'BEW', 'icao': 'FQBR', 'terminal': None, 'gate': None, 'delay': None, 'scheduled': '2023-11-27T07:30:00+00:00', 'estimated': '2023-11-27T07:30:00+00:00', 'actual': '2023-11-27T07:08:00+00:00', 'estimated_runway': '2023-11-27T07:08:00+00:00', 'actual_runway': '2023-11-27T07:08:00+00:00'}","{'airport': 'Porto Amelia', 'timezone': 'Africa/Maputo', 'iata': 'POL', 'icao': 'FQPB', 'terminal': None, 'gate': None, 'baggage': None, 'delay': None, 'scheduled': '2023-11-27T08:50:00+00:00', 'estimated': '2023-11-27T08:50:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Moçambique Expresso', 'iata': None, 'icao': 'MXE'}","{'number': '2730', 'iata': None, 'icao': 'MXE2730', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Sydney Kingsford Smith Airport', 'timezone': 'Australia/Sydney', 'iata': 'SYD', 'icao': 'YSSY', 'terminal': '3', 'gate': '6', 'delay': 26, 'scheduled': '2023-11-27T12:30:00+00:00', 'estimated': '2023-11-27T12:30:00+00:00', 'actual': '2023-11-27T12:55:00+00:00', 'estimated_runway': '2023-11-27T12:55:00+00:00', 'actual_runway': '2023-11-27T12:55:00+00:00'}","{'airport': 'Perth International', 'timezone': 'Australia/Perth', 'iata': 'PER', 'icao': 'YPPH', 'terminal': '4', 'gate': '15', 'baggage': None, 'delay': None, 'scheduled': '2023-11-27T14:20:00+00:00', 'estimated': '2023-11-27T14:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Qantas', 'iata': 'QF', 'icao': 'QFA'}","{'number': '649', 'iata': 'QF649', 'icao': 'QFA649', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Hangzhou', 'timezone': 'Asia/Shanghai', 'iata': 'HGH', 'icao': 'ZSHC', 'terminal': '4', 'gate': None, 'delay': 1, 'scheduled': '2023-11-27T11:10:00+00:00', 'estimated': '2023-11-27T11:10:00+00:00', 'actual': '2023-11-27T11:11:00+00:00', 'estimated_runway': '2023-11-27T11:11:00+00:00', 'actual_runway': '2023-11-27T11:11:00+00:00'}","{'airport': 'Zhengzhou', 'timezone': 'Asia/Shanghai', 'iata': 'CGO', 'icao': 'ZHCC', 'terminal': '2', 'gate': None, 'baggage': '7', 'delay': None, 'scheduled': '2023-11-27T13:05:00+00:00', 'estimated': '2023-11-27T13:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'China Southern Airlines', 'iata': 'CZ', 'icao': 'CSN'}","{'number': '3840', 'iata': 'CZ3840', 'icao': 'CSN3840', 'codeshared': None}",,
2023-11-27,active,"{'airport': 'Shuangliu', 'timezone': 'Asia/Shanghai', 'iata': 'CTU', 'icao': 'ZUUU', 'terminal': '2', 'gate': 'R,S', 'delay': 25, 'scheduled': '2023-11-27T08:00:00+00:00', 'estimated': '2023-11-27T08:00:00+00:00', 'actual': '2023-11-27T08:25:00+00:00', 'estimated_runway': '2023-11-27T08:25:00+00:00', 'actual_runway': '2023-11-27T08:25:00+00:00'}","{'airport': 'Pan Zhi Hua Bao An Ying', 'timezone': 'Asia/Shanghai', 'iata': 'PZI', 'icao': 'ZUZH', 'terminal': '2', 'gate': None, 'baggage': None, 'delay': 12, 'scheduled': '2023-11-27T09:05:00+00:00', 'estimated': '2023-11-27T09:05:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Shenzhen Airlines', 'iata': 'ZH', 'icao': 'CSZ'}","{'number': '4517', 'iata': 'ZH4517', 'icao': 'CSZ4517', 'codeshared': {'airline_name': 'air china ltd', 'airline_iata': 'ca', 'airline_icao': 'cca', 'flight_number': '4461', 'flight_iata': 'ca4461', 'flight_icao': 'cca4461'}}",,
2023-11-27,active,"{'airport': 'Juanda', 'timezone': 'Asia/Jakarta', 'iata': 'SUB', 'icao': 'WARR', 'terminal': '2', 'gate': '9', 'delay': 19, 'scheduled': '2023-11-27T08:20:00+00:00', 'estimated': '2023-11-27T08:20:00+00:00', 'actual': '2023-11-27T08:39:00+00:00', 'estimated_runway': '2023-11-27T08:39:00+00:00', 'actual_runway': '2023-11-27T08:39:00+00:00'}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': '1', 'gate': None, 'baggage': '8', 'delay': None, 'scheduled': '2023-11-27T14:20:00+00:00', 'estimated': '2023-11-27T14:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'American Airlines', 'iata': 'AA', 'icao': 'AAL'}","{'number': '8957', 'iata': 'AA8957', 'icao': 'AAL8957', 'codeshared': {'airline_name': 'cathay pacific', 'airline_iata': 'cx', 'airline_icao': 'cpa', 'flight_number': '780', 'flight_iata': 'cx780', 'flight_icao': 'cpa780'}}",,
2023-11-27,active,"{'airport': 'Juanda', 'timezone': 'Asia/Jakarta', 'iata': 'SUB', 'icao': 'WARR', 'terminal': '2', 'gate': '9', 'delay': 19, 'scheduled': '2023-11-27T08:20:00+00:00', 'estimated': '2023-11-27T08:20:00+00:00', 'actual': '2023-11-27T08:39:00+00:00', 'estimated_runway': '2023-11-27T08:39:00+00:00', 'actual_runway': '2023-11-27T08:39:00+00:00'}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': '1', 'gate': None, 'baggage': '8', 'delay': None, 'scheduled': '2023-11-27T14:20:00+00:00', 'estimated': '2023-11-27T14:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'British Airways', 'iata': 'BA', 'icao': 'BAW'}","{'number': '4570', 'iata': 'BA4570', 'icao': 'BAW4570', 'codeshared': {'airline_name': 'cathay pacific', 'airline_iata': 'cx', 'airline_icao': 'cpa', 'flight_number': '780', 'flight_iata': 'cx780', 'flight_icao': 'cpa780'}}",,
2023-11-27,active,"{'airport': 'Juanda', 'timezone': 'Asia/Jakarta', 'iata': 'SUB', 'icao': 'WARR', 'terminal': '2', 'gate': '9', 'delay': 19, 'scheduled': '2023-11-27T08:20:00+00:00', 'estimated': '2023-11-27T08:20:00+00:00', 'actual': '2023-11-27T08:39:00+00:00', 'estimated_runway': '2023-11-27T08:39:00+00:00', 'actual_runway': '2023-11-27T08:39:00+00:00'}","{'airport': 'Hong Kong International', 'timezone': 'Asia/Hong_Kong', 'iata': 'HKG', 'icao': 'VHHH', 'terminal': '1', 'gate': None, 'baggage': '8', 'delay': None, 'scheduled': '2023-11-27T14:20:00+00:00', 'estimated': '2023-11-27T14:20:00+00:00', 'actual': None, 'estimated_runway': None, 'actual_runway': None}","{'name': 'Jet Linx Aviation', 'iata': 'JL', 'icao': 'JTL'}","{'number': '7920', 'iata': 'JL7920', 'icao': 'JTL7920', 'codeshared': {'airline_name': 'cathay pacific', 'airline_iata': 'cx', 'airline_icao': 'cpa', 'flight_number': '780', 'flight_iata': 'cx780', 'flight_icao': 'cpa780'}}",,
